Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
23,male,2,own,little,moderate,882,13,radio/TV,The person is a 23 year old male with a skilled job who owns their housing. They have a little savings account and a moderate checking account. They requested a credit amount of 882 for a duration of 13 months to purchase a radio/TV.,good risk
23,female,0,rent,quite rich,moderate,3758,24,radio/TV,"A 23 year old female with an unskilled and non-resident job, living in rented housing, with quite rich savings accounts, moderate checking account, taking out a credit amount of 3758 over a duration of 24 months for the purpose of a radio/TV.",bad risk
34,male,1,own,moderate,,1743,6,business,"A 34 year old male with an unskilled resident job, living in his own housing, with a moderate saving account, requested a 1743 credit amount over a 6 month duration for a business purpose.",good risk
32,male,2,free,rich,moderate,1136,9,education,The 32 year old male has a skilled job and lives in free housing. His rich saving accounts and moderate checking account relate to a 1136 credit amount over 9 months for education.,good risk
23,female,2,rent,little,,1236,9,domestic appliances,"A 23 year old female with a skilled job living in rented housing has little savings, requested a 1236 credit amount over a 9 month duration to purchase domestic appliances.",bad risk
29,female,2,own,little,moderate,959,9,furniture/equipment,The 29 year old female has a skilled job and owns her housing. Her saving accounts are little and she has a moderate checking account. She is requesting a 959 credit amount over a 9 month duration to purchase furniture/equipment.,good risk
38,male,3,own,,,3229,18,car,A 38 year old male with a highly skilled job living in his own housing was granted a credit amount of 3229 for a duration of 18 months to purchase a car.,good risk
28,male,2,rent,little,little,6199,12,radio/TV,"The 28 year old male has a skilled job, rents housing, has little money in his savings and checking accounts, was granted a 6199 credit amount over a 12 month duration to purchase a radio/TV.",bad risk
46,male,2,free,quite rich,,727,10,education,"The person is a 46 year old male with a skilled job who lives in free housing, has quite rich saving accounts, was granted a credit amount of 727 for a 10 month education loan.",good risk
23,male,1,own,little,moderate,1246,24,car,The person is a 23 year old male with a job categorized as unskilled and resident. He owns his housing and has a little savings account and a moderate checking account. He is seeking a 1246 credit amount over a 24 month duration to purchase a car.,bad risk
49,male,2,own,,,2331,12,radio/TV,The person is a 49 year old male with a skilled job who owns their housing. They have requested a credit amount of 2331 with a duration of 12 months for the purpose of a radio/TV.,good risk
26,male,3,own,little,,4463,36,radio/TV,"The person is a 26 year old male with a highly skilled job who owns their housing, has little in their savings account, has applied for a 4463 credit amount over a 36 month duration to purchase a radio/TV.",good risk
28,male,2,own,little,,776,12,radio/TV,The 28 year old male has a skilled job and owns his housing. His saving accounts are little. He has requested a 776 credit amount over a 12 month duration to purchase a radio/TV.,good risk
23,female,2,rent,little,little,2406,30,furniture/equipment,"The 23 year old female has a skilled job, rents housing, has little in her savings and checking accounts, and is seeking a 2406 credit amount over a 30 month duration to purchase furniture/equipment.",bad risk
61,male,2,free,,moderate,1239,18,education,"The person is a 61 year old male with a skilled job who lives in free housing, has a moderate checking account, requested a credit amount of 1239 for an 18 month duration education loan.",good risk
37,male,3,own,,rich,3399,12,radio/TV,"The 37 year old male has a highly skilled job, owns his housing, has a rich checking account, requested a credit amount of 3399 for a radio/TV over a duration of 12 months.",good risk
36,female,2,own,little,rich,2247,12,car,The person is a 36 year old female with a skilled job who owns her housing. She has a little savings account and a rich checking account. She is requesting a credit amount of 2247 for a duration of 12 months for the purpose of purchasing a car.,good risk
21,male,2,rent,little,,1766,6,furniture/equipment,"The person is a 21 year old male with a skilled job who rents housing, has little savings, was granted a 1766 credit amount over a 6 month duration to purchase furniture/equipment.",good risk
25,male,0,own,little,little,2473,18,furniture/equipment,"A 25 year old male with an unskilled non-resident job has housing ownership status of own, a little savings account and checking account, requested a 2473 credit amount over a 18 month duration to purchase furniture/equipment.",bad risk
36,male,2,own,little,,1542,12,business,"The 36 year old male has a skilled job, owns his housing, has little in savings accounts, is seeking a 1542 credit amount over a 12 month duration for a business purpose.",good risk
27,male,2,own,little,,3850,18,car,"The person is a 27 year old male with a skilled job who owns their housing. They have a little savings account and are seeking a 3,850 credit amount over a 18 month duration to purchase a car.",bad risk
22,female,2,rent,little,little,3650,18,furniture/equipment,"The person is a 22 year old female with a skilled job who rents housing, has little savings and checking accounts, was granted a 3650 credit amount over an 18 month duration to purchase furniture/equipment.",bad risk
42,male,2,own,little,little,3446,36,furniture/equipment,"A 42 year old male with a skilled job who owns their housing has a little amount in their saving and checking accounts, requested a 3446 credit amount over a 36 month duration to purchase furniture/equipment.",bad risk
